order_id,customer_id,customer_name,customer_email,customer_phone,product_name,category,quantity,unit_price,discount_percent,order_date,ship_city,ship_state,ship_country,payment_method,order_status,rating,review_text
ORD102632,CUST001827,Amaka Wilson,amaka.wilson689@outlook.com,03797262696,Women's Dress,Fashon,five,5826.31,,2025-05-18,Los Angeles,CA,USA,USSD,processing,4,Not what I expected
ORD102021,CUST005180,Richard Miller,richard.miller993@yaho.com,08483195016,Laptop Sleeve,ELECTRONICS,8,88405.97,15,2026-03-14,Kano,Kano,Nigeria,ussd,pending,0,Not what I expected
ORD106693,CUST118015,Obinna Taylor,obinna.taylor@gmail.com,08239777697,Body Lotion,Beauty,10,-76387.07,41%,"July 22, 2024",Toronto,Ontario,CANADA,Bank Transfer,PENDING,,Great product!
ORD113783,CUST001433,CHARLES JONES,--,+2340583719232,Onesie Set,Baby Products,Unknown,--,30,06 Feb 2025,Ugep,?,Nigeria,NIL,cancelled,,meh
ORD129305,CUST055862,Obinna Anderson,obinna.anderson@ymail.com,+2344701621163,Feeding Bottle,baby products,--,174972.27,25,04/10/2026,London,England,uk,NIL,Canceled,3,<b>Excellent</b>
ORD115453,CUST083710,HALIMA MOORE,halima.moore@gmial.com,+2342668465827,Sunglasses,Fashion,9,124470.38,50,19 Jun 2023,Ugep,Cross River,Nigeria,Cash on Delivery,Pending,,Not what I expected
ORD119755,CUST088839,Tunde Nwosu,tunde.nwosu at gmail.com,0521-401-8366,Onesie Set,Baby Products,10,232082.48,20,unknown,Ugep,Cross River,Nigeria,PAYPAL,Canceled,,
ORD123540,CUST052856,William Balogun,william.balogun810@gmial.com,04332207585,Shea Butter,Beauty,-,20021.6,,1688169600,Calabar,Cross River,NIGERIA,paypal,Delivered,,meh
ORD129130,CUST095859,  Grace Chukwu  ,grace.chukwu@hotmail.com,(241) 740-3286,Shea Butter,beauty,9123,65331.66,162,12-07-2025,Dubai,Dubai,UAE,credit card,delivered,3,Waste of money
ORD112861,CUST062604,Femi Thompson,femi.thompson@gmial.com,8213650421,Baby Stroller,Baby Products,2,148865.77,15,"June 28, 2024",Lagos,Lagos,Nigeria,paypal,delivered,1,Great product!
ORD129807,CUST053388,Segun Lee,segun.lee404@gmial.com,(563) 060-3064,Laptop Sleeve,Electronic,3,63302.74,10,06/20/2024,Abuja,FCT,Nigeria,ussd,Delivered,3,Not what I expected
ORD117091,CUST021945,AISHA MOHAMMED,aisha.mohammed514@ymail.com,+2341687574557,Sunglasses,Fashion,5,n/a,,2026-04-11,Dubai,Dubai,United Arab Emirates,bank transfer,Cancelled,,product came late :(
ORD109757,CUST104379,Richard Perez,richard.perez676@hotmail.com,06796335450,Smartphone Case,Electroincs,5,244517.36,,02/09/2025,Lagos,Lagos,Nigeria ,PayPal,processing,2,
ORD117840,CUST107947,Grace Davis,grace.davis@gmial.com,2586449584,Leather Belt,fashion,10,129049.55,15,1731196800,Ugep,Cross River,Nigeria,cash on delivery,Pending,2,<b>Excellent</b>
ORD126331,CUST110628,Patricia Okonkwo,patricia.okonkwo492@hotmail.com,3797912513,Shea Butter,Beauty,8,$194331.29,25,1735689600,Los Angeles,Unknown,United States,COD,PENDING,5,average tbh
ORD131449,CUST022948,SUSAN ANDERSON,susan.anderson@outlook.com,0856-573-9439,Onesie Set,BABY PRODUCTS,8,131647.59,30,2024-01-04,KADUNA,Kaduna,Nigeria,paypal,delivered,,Waste of money
ORD116949,CUST056974,Michael Garcia,michael.garcia486@yahoo.com,+2347476798040,Makeup Brush Set,Beauty ,3,77370.45,5,06/06/2024,Enugu,null,NG,CREDIT CARD,Deliverd,4,Waste of money
ORD129019,CUST073341,CHIAMAKA JOHNSON,chiamaka.johnson@gmial.com,4390752869,Throw Pillow,Home and Kitchen,10,"NGN 241,394.39",40,"May 05, 2025",Johannesburg,Gauteng,South Africa,BANK TRANSFER,Pending,,meh
ORD127216,CUST091363,ADAEZE WILSON,adaeze.wilson@yahoo.com,+2348047883525,Denim Jeans,fashion,1,NULL,,"August 28, 2025",Lagos,Lagos,NIGERIA,debit card,Shipped,2,<b>Excellent</b>
ORD105098,CUST041107,richard bello,richard.bello@ymail.com,07896858072,Rice 5kg Bag,Grocery,4107,66521.18,25,1692835200,Kaduna,Kaduna,Nigeria ,debit card,delivered,4,average tbh
ORD104692,CUST014588,John Abubakar,john.abubakar859@yaho.com,NULL,Wristwatch,fashion,8,19235.62,15,2024-04-17,London,England,United Kingdom,CC,CANCELLED,,meh
ORD107551,CUST046167,  Joseph Williams  ,joseph.williams@ymail.com,00040366777,Wristwatch,fashion,2,"121,870.16",,23 Mar 2023,New York,NY,US,PAYPAL,Shipped,,  Poor quality  
ORD110845,CUST040765,Fatima Brown,fatima.brown859@hotmail.com,0150-880-2811,Denim Jeans,Fashon,7,"204,331.85",30,2026-02-08,Calabar,Cross River,Nigeria,BANK TRANSFER,DELIVERED,,Waste of money
ORD131598,CUST103091,James Wilson,james.wilson at ymail.com,01282744625,Teething Ring,Baby Products,7,139128.1,30,2025-09-27,Enugu,unknown,NIGERIA,Cash on Delivery,PENDING,3,
ORD108952,CUST057078,Tunde Jones,tunde.jones@outlook.com,+2343948628849,Women's Dress,Fashon,1,245129.14,5,02/26/2024, Nairobi ,Nairobi,kenya,PayPal,DELIVERED,4,Waste of money
ORD130416,CUST065663,"Miller, Chiamaka",CHIAMAKA.MILLER@GMIAL.COM,6624251085,Curtain Set,HOME & KITCHEN,None,38378.11,20,20 May 2026, Benin City ,Edo,Nigeria ,Pay Pal,Processing,1,Fast delivery
ORD109649,CUST029438,Musa Perez,musa.perez@gmial.com,05409340097,Curtain Set,HOME & KITCHEN,4,89927.06,25,2023-09-06,Los Angeles,CA,usa,Credit Card,Shipped,,Great product!
ORD114130,CUST033766,Jessica Anderson,jessica.anderson48@yaho.com,+2347626260511,Beans 2kg,GROCERIES,10,"172,533.83",10,10-07-2026, Ibadan ,Oyo,NG,PayPal,Returned,5,average tbh
ORD120659,CUST043458,Linda Jackson,linda.jackson@yahoo.com,0026-476-2977,Nail Polish Set,BEAUTY,5,$20601.09,5,"August 14, 2023",NEW YORK,NY,U.S.A.,ussd,N/A,3,meh
ORD122661,CUST060535,Halima Okafor,halima.okafor@ymail.com,08721019950,Leather Belt,fashion,4,152270.5,49%,"June 05, 2026",IBADAN,Oyo,Nigeria ,CC,returned,,
ORD123474,CUST004830,  Blessing Abubakar  ,blessing.abubakar27@ymail.com,(812) 499-4054,Bluetooth Speaker,Electronic,10,5110.22,120,2023-12-01,Port Harcourt,Rivers,NIGERIA,BANK TRANSFER,Returned,2,  Poor quality  
ORD133647,CUST009506,Joseph Balogun,,(642) 211-7188,Baby Monitor,Baby product,2,--,20,21 Jun 2025,Ugep,Cross River,NG,PAYPAL,DELIVERED,2,product came late :(
ORD122036,CUST079354,Thomas Johnson,thomas.johnson@outlook.com,01970279524,Diaper Pack,BABY PRODUCTS,4,6284.82,10,06 Feb 2026,Kaduna,Kaduna,NIGERIA,Bank Transfer,Deliverd,,
ORD119239,CUST023396,Halima Johnson,halima.johnson@ymail.com,1751565102,Rice 5kg Bag,GROCERIES,9,227621.29,10,"July 26, 2025",Dubai,Dubai,U.A.E.,Credit Card,processing,3,Waste of money
ORD114298,CUST097204,Grace Davis,grace.davis126@ymail.com,(409) 890-8504,Beans 2kg,GROCERIES,4,103136.14,13%,2025-06-24,Kano,Kano,Nigeria ,PAYPAL,Processing,5,Not what I expected
ORD114031,CUST007853,Blessing Johnson,blessing.johnson@yaho.com,+2348642327075,Diaper Pack,Baby product,,181268.29,25,1743897600,Benin City,Edo,nigeria,cash on delivery,Delivered,4,Not what I expected
ORD124056,CUST103758,KAREN OKAFOR,karen.okafor825@hotmail.com,2049426688,Garri 4kg,groceries,2,23663.8,,13-07-2023,Port Harcourt,Rivers,NG,paypal,Delivered,5,average tbh
ORD100914,CUST064861,Musa Thomas,musa.thomas@ymail.com,8481689302,Storage Container,Home & Kitchen,5,227886.57,0,17-02-2023,Abuja,FCT,NG,bank transfer,DELIVERED,3,<b>Excellent</b>
ORD127422,CUST017356,William Williams,william.williams@gmail.com,4040185155,Face Cream,BEAUTY,4,211176.08,0,09/17/2026,Lagos,Lagos,NIGERIA,bank transfer,delivered,1,
ORD129058,CUST096055,  William Garcia  ,william.garcia892@hotmail.com,03387141385,Face Cream,Beauty ,9,218182.26,15,"April 15, 2025",Los Angeles,CA,USA,PayPal,RETURNED,2,
ORD103629,CUST103896,Obinna Chukwu,obinna.chukwu@outlook.com,08611367864,Sugar 1kg,GROCERIES,three,187124.2,20,10/21/2024,NAIROBI,Nairobi,Kenya,PAYPAL,Pending,5,  Poor quality  
ORD114819,CUST087119,  Chinedu Davis  ,chinedu.davis@yahoo.com,2292482738,Cutlery Set,HOME & KITCHEN,6,210371.83,193,12/02/2024,Los Angeles,CA,United States,BANK TRANSFER,Delivered,,Waste of money
ORD110448,CUST093844,ROBERT JOHNSON,robert.johnson911@gmial.com,00981098641,Nail Polish Set,BEAUTY,10,?,,06-12-2024,Lagos,Lagos,Nigeria,PAYPAL,Cancelled,,  Poor quality  
ORD106014,CUST005420,Ifeoma Chukwu,ifeoma.chukwu970@gmial.com,+2341465228902,Milk Powder,Groceries ,9821,162304.11,10,"May 10, 2023", Calabar ,Cross River,NG,BANK TRANSFER,Cancelled,4,Not what I expected
ORD112994,CUST014539,"Davis, Sarah",sarah.davis613@gmial.com,02765013128,Shampoo,beauty,2,197685.5,0,18 Sep 2024, LOS ANGELES ,CA,US,PAYPAL,DELIVERED,,<b>Excellent</b>
ORD109860,CUST020953,Barbara Wilson,barbara.wilson@yahoo.com,+2345751914428,Nail Polish Set,beauty,1,45141.36,30,Unknown,Nairobi,Nairobi,KENYA,credit card,Shipped,,Fast delivery
ORD110063,CUST111898,Chiamaka Thomas,chiamaka.thomas@gmial.com,0451-513-2335,Laptop Sleeve,Electronics,5,"151,778.61",,05/04/2026,DUBAI,Dubai,UAE,Pay Pal,Delivered,4,product came late :(
ORD106539,CUST017038,SUSAN MOHAMMED,susan.mohammed191@yaho.com,+2341800153373,Baby Stroller,Baby product,6,118022.7,5,1676764800,Accra,Greater Accra,ghana,ussd,DELIVERED,2,average tbh
ORD118614,CUST089116,Obinna Bello,obinna.bello@yahoo.com,0525-990-8302,Wristwatch,FASHION,2,83648.68,40,16 Oct 2026,N/A,NY,USA,bank transfer,Shipped,,<b>Excellent</b>
ORD124300,CUST049274,Aisha Nwosu,aisha.nwosu@hotmail.com,04030972987,Baby Lotion,Baby Products ,9,$151198.31,,18-05-2023,ENUGU,Enugu,NG,paypal,Pending,4,
ORD109713,CUST112981,  Chinedu Martinez  ,chinedu.martinez507@hotmail.com,0492-649-9142,Nail Polish Set,beauty,2,172063.06,15,N/A,New York,NY,United States,BANK TRANSFER,Returned,2,WILL BUY AGAIN
ORD122990,CUST019958,amaka williams,amaka.williams at yahoo.com,+2348547497552,Milk Powder,Groceries ,one,208327.81,130,2026-05-05,Lagos,Lagos,Nigeria,CC,Shipped,2,Highly recommend!!!
ORD105773,CUST030264,Thomas Martin,thomas.martin@gmial.com,0571-408-7447,Spaghetti Pack,GROCERIES,6,92686.11,,08/08/2024,Johannesburg,--,S. Africa,Pay Pal,Processing,5,product came late :(
ORD132986,CUST003220,Aisha Davis,NIL,0123510953,Spaghetti Pack,GROCERIES,4,NULL,42%,04/20/2024,Kano,Kano,NG,cash on delivery,Processing,,  Poor quality  
ORD131445,CUST079776,Jennifer Williams,?,01420181436,Curtain Set,HOME & KITCHEN,-3,245784.67,,03/15/2023,LONDON,England,U.K.,n/a,Returned,5,Not what I expected
ORD113085,CUST096223,  Michael Wilson  ,michael.wilson865@gmial.com,+2342537591504,Curtain Set,Home and Kitchen,6,"243,934.87",5,2024-12-20,DUBAI,Dubai,U.A.E.,ussd,pending,,  Poor quality  
ORD121779,CUST067118,Fatima Okonkwo,fatima.okonkwo955@outlook.com,01120229237,Spaghetti Pack,Grocery,10,59125.58,20,"June 30, 2025",Ugep,null,NIGERIA,bank transfer,Returned,2,Fast delivery
ORD133133,CUST008298,patricia moore,patricia.moore@ymail.com,+2347842912347,Men's T-Shirt,Fashon,6,null,,2025-08-28,none,Oyo,nigeria,CC,Pending,3,meh
ORD130540,CUST098984,Robert Johnson,robert.johnson178@yahoo.com,09977763578,Wristwatch,FASHION,1,$129392.62,25,05/09/2023,NAIROBI,Nairobi,KENYA,cash on delivery,Canceled,4,  Poor quality  
ORD122957,CUST079881,Amaka Smith,none,+2346619965737,Lipstick,BEAUTY,9,116863.09,,none,Enugu,Enugu,NG,cash on delivery,pending,5,
ORD133764,CUST043359,Mary Wilson,mary.wilson@ymail.com,+2342493000918,Noodles Carton,Groceries ,8,200778.13,5%,2024-01-11,LOS ANGELES,N/A,US,cash on delivery,PENDING,3,
ORD110243,CUST056276,Bola Wilson,bola.wilson69@gmial.com,+2344522403563,Smartphone Case,Electronics,6,207285.14,5,"October 29, 2023",Abuja,FCT,nigeria,credit card,SHIPPED,,WILL BUY AGAIN
ORD106079,CUST098313,ifeoma jones,ifeoma.jones781@gmail.com,01553769808,Lipstick,Beuaty,3,37819.67,0,27-07-2025,NIL,Oyo,Nigeria ,Unknown,Processing,,Not what I expected
ORD103600,CUST041632,Emeka Eze,emeka.eze328@yahoo.com,0714-440-0821,Noodles Carton,GROCERIES,6,60625.12,10,15-02-2025,None,Rivers,nigeria,Cash on Delivery,processing,4,  Poor quality  
ORD130412,CUST109407,TUNDE MILLER,tunde.miller533@ymail.com,02100401656,Baby Monitor,baby products,1,-227459.95,20,2025-10-28,Ugep,Cross River,NG,bank transfer,delivered,,Fast delivery
ORD100756,CUST026459,Sarah Taylor,N/A,0622-521-9376,Laptop Sleeve, Electronics,2,$162340.61,0,10/28/2024,Kaduna,Kaduna,NG,Unknown,delivered,5,  Poor quality  
ORD122024,CUST102387,"Mohammed, Chiamaka",chiamaka.mohammed@ymail.com,+2348768962233,Baby Stroller,Baby product,5,165582.58,0,2023-12-16,UGEP,Cross River,Nigeria ,credit card,cancelled,1,product came late :(
ORD125057,CUST100585,Grace Jackson,grace.jackson56@yahoo.com,0537-309-1880,Tomato Paste,Grocery,9,28085.05,,"April 25, 2025",Dubai,Dubai,United Arab Emirates,Bank Transfer,returned,5,WILL BUY AGAIN
ORD133356,CUST064419,jessica rodriguez,jessica.rodriguez@yahoo.com,6966614566,Smartphone Case,Electroincs,4,203143.96,30,1738022400,New York,NY,United States,paypal,shipped,-1,product came late :(
ORD115847,CUST068641,FEMI PEREZ,femi.perez338@hotmail.com,+2346530305897,Sugar 1kg,Groceries,10,n/a,30,28 May 2025,New York,NY,U.S.A.,CREDIT CARD,Processing,6,Great product!
ORD129866,CUST059940,Obinna Smith,OBINNA.SMITH@GMAIL.COM,2322968758,Cutlery Set,Home and Kitchen,4,"NGN 248,508.49",,1703116800,Unknown,Oyo,Nigeria,cash on delivery,cancelled,,Fast delivery
ORD114281,CUST066121,Emeka Thompson,emeka.thompson302@yaho.com,(143) 264-8219,Table Lamp,home & kitchen,3,-167997.3,50,10/05/2023,Ugep,Cross River,nigeria,CC,DELIVERED,2,<b>Excellent</b>
ORD124009,CUST022045,Karen Okonkwo,karen.okonkwo@yahoo.com,01035744386,LED Desk Lamp,electronics,-1,91311.08,0,"March 16, 2025",Kaduna,Kaduna,nigeria,CC,DELIVERED,5,Highly recommend!!!
ORD101322,CUST107531,David Okafor,david.okafor@gmail.com,(597) 912-9932,Throw Pillow,Home&Kitchen,8,-59671.16,30,2024-07-16,London,England,United Kingdom,USSD,delivered,,Fast delivery
ORD124985,CUST089658,EMEKA BALOGUN,emeka.balogun943@ymail.com,8574007147,Leather Belt,Fashon,8,151645.62,20,02/10/2026,Calabar,Cross River,nigeria,PayPal,pending,,WILL BUY AGAIN
ORD122667,CUST101629,adaeze thompson,adaeze.thompson10@gmial.com,+2347529553564,Bluetooth Speaker,Electronic,4,230454.26,,"March 13, 2025",London,England,United Kingdom,credit card,Delivered,4,product came late :(
ORD102678,CUST087709,Segun Moore,segun.moore@gmail.com,02574212894,Leather Belt,fashion,5,197485.62,50,09 Jun 2025,Kano,Kano,nigeria,Credit Card,Canceled,3,Waste of money
ORD104317,CUST066067,Musa Perez,MUSA.PEREZ406@HOTMAIL.COM,3489820519,Shea Butter,BEAUTY,7,0,,"June 09, 2025",Kano,Kano,Nigeria,bank transfer,shipped,,Great product!
ORD114512,CUST018656,MARY OKONKWO,mary.okonkwo198@hotmail.com,(528) 285-3432,Baby Monitor,BABY PRODUCTS,4,688.91,40,"August 05, 2026",Los Angeles,CA,US,bank transfer,cancelled,2,
ORD105240,CUST024278,"Anderson, Halima",halima.anderson@outlook.com,0397-610-0901,Teething Ring,BABY PRODUCTS,7,"NGN 212,889.44",25,12-11-2025,Abuja,FCT,NG,BANK TRANSFER,RETURNED,1,Fast delivery
ORD117212,CUST001116,Thomas Balogun,thomas.balogun@gmail.com,0548-196-6582,Baby Wipes,BABY PRODUCTS,2,234798.04,,06/05/2026,Nairobi,Nairobi,Kenya,Cash on Delivery,Shipped,,<b>Excellent</b>
ORD110121,CUST107392,BOLA CHUKWU,bola.chukwu739@yahoo.com,4303434939,Beans 2kg,Groceries ,8,-,15,04/02/2026,New York,NY,US,Cash on Delivery,Returned,3,
ORD116889,CUST025203,Halima Nwosu,halima.nwosu@yaho.com,(085) 828-5725,Diaper Pack,Baby product,2,200648.37,,01-01-2026,Enugu,Enugu,Nigeria ,USSD,Shipped,,  Poor quality  
ORD120402,CUST030329,Tunde Mohammed,tunde.mohammed@gmail.com,01093777323,Sneakers,Fashion ,1,$10671.88,20,09-02-2026,Benin City,Edo,NIGERIA,Pay Pal,cancelled,2,Not what I expected
ORD126763,CUST086646,Susan Eze,susan.eze387@outlook.com,01525392959,Sunscreen SPF50,Beauty,6,179241.82,30,08 Mar 2026,Johannesburg,Gauteng,SOUTH AFRICA,COD,Shipped,4,<b>Excellent</b>
ORD122091,CUST077386,Bola Jackson,bola.jackson@gmail.com,+2343254574806,Sunscreen SPF50,Beauty,2,62106.46,30,24-02-2025,KANO,Kano,Nigeria,bank transfer,CANCELLED,5,product came late :(
ORD126214,CUST044910,Chiamaka Garcia,chiamaka.garcia72@yahoo.com,(812) 032-4508,Men's T-Shirt,fashion,8175,0,,"May 26, 2024",PORT HARCOURT,Rivers,NG,BANK TRANSFER,CANCELLED,,average tbh
ORD113574,CUST020774,Charles Nwosu,charles.nwosu@outlook.com,06183110166,Baby Powder,Baby Products,4,176625.59,,1747180800,,?,CANADA,CC,Deliverd,,
ORD111256,CUST083509,Fatima Adeyemi,fatima.adeyemi@hotmail.com,4252982974,Body Lotion,Beuaty,8,114611.67,25,"August 06, 2026",NIL,N/A,Canada,credit card,PENDING,5,
ORD112189,CUST081730,Linda Adeyemi,linda.adeyemi@yahoo.com,2665174908,Shea Butter,Beauty ,8,"NGN 53,755.48",30,17-01-2026,Benin City,Edo,Nigeria ,credit card,Pending,3,average tbh
ORD132153,CUST085485,PATRICIA GARCIA,patricia.garcia779@gmail.com,06857165202,Bluetooth Speaker,electronics,4,"36,905.99",15,08-10-2025,Ibadan,Oyo,nigeria,Debit Card,Pending,5,Fast delivery
ORD111732,CUST100996,susan abubakar,susan.abubakar844@yaho.com,(261) 214-0018,Baby Lotion,BABY PRODUCTS,4,48485.72,,"February 16, 2023",Kaduna,Unknown,Nigeria,Debit Card,Deliverd,5,Highly recommend!!!
ORD126869,CUST041011,ifeoma davis,ifeoma.davis@yaho.com,(546) 798-2115,Power Bank,ELECTRONICS,2,$212212.43,0,"February 28, 2024", London ,England,UK,paypal,pending,,Great product!
,,,,,,,,,,,,,,,,,
ORD129712,CUST028441,Emeka Jones,emeka.jones527@gmail.com,0896-628-7885,Sunglasses,Fashon,6,190762.34,10,06/03/2024, NAIROBI ,Nairobi,kenya,paypal,RETURNED,1,Fast delivery
ORD131305,CUST018813,Emeka Johnson,emeka.johnson@gmail.com,+2349548818651,Body Lotion,Beuaty,2,$163961.32,25,07/28/2023,NULL,Edo,nigeria,CC,SHIPPED,5,Not what I expected
ORD129488,CUST027650,AISHA WILSON,aisha.wilson947@outlook.com,(483) 666-8230,Wristwatch,Fashion ,6,6014.94,10,2026-01-24,Abuja,FCT,NG,credit card,shipped,,Waste of money
ORD100660,CUST006074,barbara brown,barbara.brown@gmial.com,00952900640,Milk Powder,Groceries ,10,"35,826.16",44%,2023-12-24,UGEP,Cross River,nigeria,Credit Card,Deliverd,,Waste of money
ORD103107,CUST084930,"Taylor, Chiamaka",chiamaka.taylor386@gmial.com,4219913699,Rice 5kg Bag,groceries,6,41768.23,,05-11-2023,Dubai,Dubai,U.A.E.,Debit Card,Deliverd,2,Fast delivery
ORD113828,CUST029208,  Grace Eze  ,grace.eze239@hotmail.com,0050-757-1515,Smartwatch,Electronics,2,121367.8,0,17-06-2025, Nairobi ,Nairobi,kenya,COD,Pending,3,
ORD119727,CUST018208,THOMAS MOORE,thomas.moore774@yaho.com,7490860300,Rice 5kg Bag,Groceries,2,176886.63,50,08/08/2024,Enugu,Enugu,NIGERIA,Pay Pal,returned,,Not what I expected
ORD115726,CUST034386,Jennifer Moore,jennifer.moore at gmail.com,0174-011-4736,Hair Extension,beauty,2,0,10,31-03-2025,TORONTO,Ontario,CANADA,PayPal,Processing,5,Highly recommend!!!
ORD109122,CUST061791,MUSA MILLER,musa.miller363@hotmail.com,(802) 221-4059,Onesie Set,Baby Products,5,106747.97,,20-08-2023,PORT HARCOURT,Rivers,nigeria,PayPal,cancelled,3,<b>Excellent</b>
ORD112693,CUST065950,Adaeze Abubakar,adaeze.abubakar@yahoo.com,0257-111-5645,Wireless Earbuds, Electronics,3,"NGN 87,932.73",30,19-02-2023,Benin City,Edo,Nigeria,USSD,Deliverd,2,average tbh
ORD116375,CUST097241,tunde martin,tunde.martin@yaho.com,09792395204,LED Desk Lamp,Electronics ,3,214086.03,,"September 18, 2025",Dubai,Dubai,United Arab Emirates,Bank Transfer,PENDING,3,
ORD114058,CUST057526,  Emeka Balogun  ,None,+2340114243147,Vegetable Oil 1L,Grocery,8,12623.7,10,05/01/2023,New York,NY,usa,Credit Card,returned,,average tbh
ORD126685,CUST104623,  Jennifer Miller  ,jennifer.miller@yahoo.com,2489459762,Bed Sheet Set,Home&Kitchen,9,205419.58,0,2023-12-30,Lagos,Lagos,Nigeria ,Cash on Delivery,Cancelled,4,<b>Excellent</b>
ORD106222,CUST075374,Richard Lee,richard.lee128@hotmail.com,+2345262226539,Onesie Set,Baby Products ,5,51551.09,190,10-11-2023,DUBAI,Dubai,U.A.E.,bank transfer,Canceled,,<b>Excellent</b>
ORD104433,CUST000343,"Eze, Segun",?,+2344479704160,Women's Dress,Fashion ,1,111375.28,0,02-06-2024,Calabar,Cross River,NIGERIA,Cash on Delivery,Delivered,,Great product!
ORD112621,CUST083884,"Perez, Chiamaka",chiamaka.perez626@yahoo.com,3561677423,Rice 5kg Bag,groceries,7,71299.76,10,02/17/2023, Toronto ,Ontario,CANADA,debit card,delivered,3,Not what I expected
ORD112225,CUST026350,Karen Johnson,karen.johnson@outlook.com,+2343776873078,Baby Lotion,BABY PRODUCTS,5,130802.07,30,06/19/2023,Dubai,Dubai,U.A.E.,ussd,returned,,WILL BUY AGAIN
ORD118945,CUST104713,Michael Moore,michael.moore@gmail.com,0467-510-6686,Women's Dress,Fashon,7,205593.12,,01-05-2023,Los Angeles,CA,US,credit card,Delivered,,  Poor quality  
ORD133853,CUST067643,Ifeoma Abubakar,ifeoma.abubakar@gmail.com,(919) 403-5780,Body Lotion,BEAUTY,3,$36789.37,10,2026-05-25,Ibadan,none,NG,debit card,Processing,5,Highly recommend!!!
ORD120638,CUST077212,Adaeze Wilson,adaeze.wilson@yahoo.com,0015503586,Face Cream,Beauty ,n/a,56541.33,,2023-01-03,Toronto,Ontario,canada,CREDIT CARD,Pending,5,  Poor quality  
ORD105347,CUST056411,Karen Thompson,KAREN.THOMPSON@HOTMAIL.COM,0644-611-7630,Baby Lotion,Baby Products ,7,141821.88,50,28-12-2023,TORONTO,Ontario,canada,CC,delivered,1,
ORD124555,CUST068405,Amaka Miller,amaka.miller@gmail.com,+2346239079772,Bluetooth Speaker,Electronic,1,175884.42,,10/14/2026,DUBAI,Dubai,United Arab Emirates,PAYPAL,cancelled,,<b>Excellent</b>
ORD124695,CUST061380,Sarah Martinez,sarah.martinez@yaho.com,+2345801002311,Running Shoes,FASHION,2,194564.27,,19 Dec 2024,Los Angeles,CA,USA,cash on delivery,Processing,,Highly recommend!!!
ORD120726,CUST047920,Linda Lee,linda.lee@gmail.com,07131742339,Sunglasses,Fashion,10,null,,08/27/2023,LONDON,England,United Kingdom,BANK TRANSFER,pending,,meh
ORD115011,CUST022951,Ngozi Mohammed,ngozi.mohammed506@gmial.com,+2342906566182,Wristwatch,Fashon,6,88293.96,25,01/25/2026,Los Angeles,CA,US,Cash on Delivery,Returned,,  Poor quality  
ORD106945,CUST010246,kelechi taylor,kelechi.taylor912@gmial.com,06602040699,Baby Lotion,BABY PRODUCTS,none,30568.42,,08/18/2026,Johannesburg,Gauteng,South Africa,Bank Transfer,Canceled,,
ORD130750,CUST070293,Grace Brown,grace.brown@gmail.com,+2344704131140,Sunscreen SPF50,Beuaty,3,null,0,1770768000, Calabar ,Cross River,Nigeria,USSD,processing,4,average tbh
ORD105669,CUST048420,Fatima Abubakar,fatima.abubakar@yahoo.com,0097-827-5940,Wireless Earbuds,electronics,10,46753.23,,16 Oct 2023,Nairobi,Nairobi,kenya,Cash on Delivery,delivered,,average tbh
ORD120017,CUST057307,barbara taylor,barbara.taylor@gmial.com,6784055611,Denim Jeans,Fashion,1,170060.79,10,16 Jan 2023,Port Harcourt,Rivers,nigeria,PayPal,pending,4,
ORD127191,CUST073238,Blessing Thomas,blessing.thomas@ymail.com,04177182396,Lipstick,BEAUTY,5,NIL,,2025-08-30,New York,NY,USA,USSD,Canceled,4,product came late :(
ORD119898,CUST015958,ngozi rodriguez,ngozi.rodriguez@ymail.com,(638) 989-7407,Baby Wipes,BABY PRODUCTS,3,4054.33,30,1735430400,Accra,Greater Accra,Ghana,credit card,delivered,,WILL BUY AGAIN
ORD107344,CUST106072,"Smith, Emeka",emeka.smith729@yaho.com,01097679275,Face Cream,Beuaty,1,46590.21,0,2023-06-13,Port Harcourt,Rivers,NIGERIA,CC,returned,,WILL BUY AGAIN
ORD120159,CUST085343,  Emeka Perez  ,emeka.perez@gmail.com,3103735363,Baby Wipes,Baby Products,6,221233.55,,01 Apr 2025, Toronto ,Ontario,canada,Credit Card,processing,5,
ORD123745,CUST012785,aisha wilson,aisha.wilson78@outlook.com,0373-004-5351,Women's Dress,fashion,8,20718.67,10,1726531200,Accra,Greater Accra,GHANA,PayPal,Canceled,2,  Poor quality  
ORD116572,CUST052738,MICHAEL BELLO,MICHAEL.BELLO@HOTMAIL.COM,(677) 474-0033,Spaghetti Pack,GROCERIES,9,35271.06,,11/02/2023,Abuja,FCT,NG,Credit card ,delivered,3,<b>Excellent</b>
ORD101988,CUST016883,william rodriguez,william.rodriguez354@hotmail.com,04655730754,Sunglasses,FASHION,4,216128.44,,28-04-2024,Calabar,Cross River,nigeria,Cash on Delivery,Cancelled,1,
ORD109448,CUST099151,Emeka Perez,emeka.perez@outlook.com,+2343564167450,Garri 4kg,groceries,8,23170.57,30,15-06-2024,Toronto,n/a,Canada,cash on delivery,pending,4,<b>Excellent</b>
ORD102526,CUST092661,richard mohammed,richard.mohammed@outlook.com,0229-249-3076,Sneakers,FASHION,4,$186176.03,30,05/18/2026,London,,United Kingdom,Bank Transfer,cancelled,3,Fast delivery
